key	value	YENİSİ
166.sura.12.verses.102	This is news from the past that we reveal to you. You were not present when they made their unanimous decision (to throw Joseph in the well), as they conspired together.	
166.sura.12.titles.88	Israel Goes to Egypt 	
166.sura.12.titles.99	In Egypt 	
166.notes.data[0]	*12:93 This marks the beginning of the Children of Israel in Egypt Moses led them out of Egypt a few centuries later.	
167.page[0]	Joseph (Yousuf) 12:103-111 & Thunder (Al-Ra‘ad) 13:1-3	Yusuf 12:103-111 & Gök Gürlemesi (El-Ra’ad) 13:1-3
167.page[1]	145	145
167.sura.12.verses.103	Most people, no matter what you do, will not believe.	
167.sura.12.verses.104	You are not asking them for any money; you simply deliver this reminder for all the people.	
167.sura.12.verses.105	So many proofs in the heavens and the earth are given to them, but they pass by them, heedlessly!	Göklerde ve yeryüzünde onlara pekçok kanıt verilmektedir, fakat dikkatsizce onları geçip giderler!
167.sura.12.verses.106	The majority of those who believe in GOD do not do so without committing idol worship.	
167.sura.12.verses.107	Have they guaranteed that an overwhelming retribution from GOD will not strike them, or the Hour will not come to them suddenly, when they least expect it?	
167.sura.12.verses.108	Say, “This is my path: I invite to GOD, on the basis of a clear proof, and so do those who follow me. GOD be glorified. I am not an idol worshiper.” 	
167.sura.12.verses.109	We did not send before you except men whom we inspired, chosen from the people of various communities. Did they not roam the earth and see the consequences for those before them? The abode of the Hereafter is far better for those who lead a righteous life. Would you then understand?	
167.sura.12.verses.110	Just when the messengers despair, and think that they had been rejected, our victory comes to them. We then save whomever we choose, while our retribution for the guilty people is unavoidable. 	
167.sura.12.verses.111	In their history, there is a lesson for those who possess intelligence. This is not fabricated Hadith; this (Quran) confirms all previous scriptures, provides the details of everything, and is a beacon and mercy for those who believe.	Onların tarihinde, akıl sahipleri için bir ders vardır. Bu, uydurulmuş bir Hadis değildir; bu (Kuran), önceki bütün kutsal yazıları doğrular, her şeyin ayrıntılarını verir ve inananlar için bir işaret ışığı ve merhamettir.
167.sura.12.titles.103	The Majority of People\nDo Not Believe	
167.sura.12.titles.106	The Majority of Believers\nDestined for Hell	
167.sura.12.titles.110	Victory, Ultimately, Belongs\nto the Believers	Galibiyet, En Nihayetinde, İnananlara Aittir
167.sura.12.titles.111	The Quran is All We Need	
167.sura.13.verses.1	A.L.M.R.* These (letters) are proofs of this scripture. What is revealed to you from your Lord is the truth, but most people do not believe.	A.L.M.R.* Bu (harfler), bu kutsal yazının kanıtlarıdır. Rabbinden sana vahyedilen şey hakikattir, fakat insanların çoğu inanmaz.
167.sura.13.verses.2	GOD is the One who raised the heavens without pillars that you can see, then assumed all authority. He committed the sun and the moon, each running (in its orbit) for a predetermined period. He controls all things, and explains the revelations, that you may attain certainty about meeting your Lord.	
167.sura.13.verses.3	He is the One who constructed the earth and placed on it mountains and rivers. And from the different kinds of fruits, He made them into pairs—males and females. The night overtakes the day. These are solid proofs for people who think.	
167.sura.13.titles.1	♦ ♦ ♦ ♦\nSura 13: Thunder(Al-Ra‘ad)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 13: Gök Gürlemesi (El-Ra’ad)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
167.notes.data[0]	*13:1 These initials constitute a major component of the Quran’s built-in proof of divine authorship, the miraculous mathematical code. See Appendix 1.	*13:1 Bu başlangıç harfleri, göksel yazarlığın Kuran’daki dahili kanıtı olan mucizevi matematiksel kodun önemli bir bileşenini oluşturmaktadır. Ek 1’e bakınız.
168.page[0]	146	146
168.page[1]	Thunder (Al-Ra‘ad) 13:4-14	Gök Gürlemesi (El-Ra’ad) 13:4-14
168.sura.13.verses.4	On earth, there are adjacent lots that produce orchards of grapes, crops, palm trees—dioecious and non-dioecious. Although they are irrigated with the same water, we prefer some of them over others in eating. These are solid proofs for people who understand.	
168.sura.13.verses.5	If you ever wonder, the real wonder is their saying: “After we turn into dust, do we get recreated anew?” These are the ones who have disbelieved in their Lord. These are the ones who have incurred shackles around their necks. These are the ones who have incurred Hell, wherein they abide forever.	Bir şeye şaşıracak olursan, asıl şaşırtıcı şey onların şöyle demeleridir: “Biz toprağa dönüştükten sonra yeniden mi yaratılacağız?” Bunlar Rablerini inkâr etmiş olan kimselerdir. Bunlar, boyunlarının etrafına prangaları üzerine çekmiş olanlardır. Bunlar Cehennemi üzerlerine çekmiş olanlardır, içinde sonsuza dek kalırlar.
168.sura.13.verses.6	They challenge you to bring doom upon them, rather than turning righteous! Sufficient precedents have been set for them in the past. Indeed, your Lord is full of forgiveness towards the people, in spite of their transgressions, and your Lord is also strict in enforcing retribution.	Doğru olmaktansa, üzerlerine korkunç son getirmen için sana meydan okuyorlar! Geçmişte yeterli emsaller onlar için oluşturulmuştur. Gerçekten de, haddi aşmalarına rağmen senin Rabbin insanlara yönelik bağışlamayla doludur ve aynı zamanda senin Rabbin azap uygulamada katıdır.
168.sura.13.verses.7	Those who disbelieved say, “If only a miracle could come down to him from his Lord (we will then believe).” You are simply a warner—every community receives a guiding teacher.	İnkâr edenler derler ki: “Keşke ona Rabbinden bir mucize inseydi (biz o zaman inanırdık).” Sen sadece bir uyarıcısın—her topluluk bir yol gösteren öğretmen alır.
168.sura.13.verses.8	GOD knows what every female bears, and what every womb releases, or gains. Everything He does is perfectly measured.	
168.sura.13.verses.9	The Knower of all secrets and declarations; the Supreme, the Most High.	Bütün sırları ve beyanları Bilen; En Üstün Olan, Yüceler Yücesi.
168.sura.13.verses.10	It is the same whether you conceal your thoughts, or declare them, or hide in the darkness of the night, or act in the daylight.	Görüşlerinizi gizleseniz de onları beyan etseniz de gecenin karanlığında saklansanız da gündüzün ışığında hareket etseniz de aynıdır.
168.sura.13.verses.11	Shifts (of angels) take turns, staying with each one of you—they are in front of you and behind you. They stay with you, and guard you in accordance with GOD’s commands. Thus, GOD does not change the condition of any people unless they themselves make the decision to change. If GOD wills any hardship for any people, no force can stop it. For they have none beside Him as Lord and Master.	
168.sura.13.verses.12	He is the One who shows you the lightning as a source of fear, as well as hope, and He initiates the loaded clouds.	
168.sura.13.verses.13	The thunder praises His glory, and so do the angels, out of reverence for Him. He sends the lightning bolts, which strike in accordance with His will. Yet, they argue about GOD, though His power is awesome.	
168.sura.13.verses.14	Imploring Him is the only legitimate supplication, while the idols they implore beside Him, cannot ever respond. Thus, they are like those who stretch their hands to the water, but nothing reaches their mouths. The supplications of the disbelievers are in vain.	O’na yalvarmak tek akla uygun yakarıştır; oysa O’nun yanında yalvardıkları putlar asla yanıt veremez. Böylece onlar, suya doğru ellerini uzatan ama ağızlarına hiçbir şey ulaşmayan kimseler gibidirler. İnkârcıların yakarışları boşa gider.
168.sura.13.titles.5	Belief in the\nHereafter Required\nFor Salvation 	Ahiret İnancı\nKurtuluş İçin Gereklidir
169.page[0]	Thunder (Al-Ra‘ad) 13:15-25	Gök Gürlemesi (El-Ra’ad) 13:15-25
169.page[1]	147	147
169.sura.13.verses.15	To GOD prostrates everyone in the heavens and the earth, willingly or unwillingly, and so do their shadows in the mornings and the evenings.*	
169.sura.13.verses.16	Say, “Who is the Lord of the heavens and the earth?” Say, “GOD.” Say, “Why then do you set up besides Him masters who do not possess any power to benefit or harm even themselves?” Say, “Is the blind the same as the seer? Is darkness the same as the light?” Have they found idols besides GOD who created creations similar to His creations, to the point of not distinguishing the two creations? Say, “GOD is the Creator of all things, and He is the One, the Supreme.” 	De ki, “Göklerin ve yerin Rabbi kimdir?” De ki, “TANRI.” De ki, “Öyleyse neden O’ndan başka, kendilerine bile fayda veya zarar vermeye herhangi bir güçleri olmayan sahipler ediniyorsunuz?” De ki, “Kör olanla gören aynı mıdır? Karanlıkla aydınlık aynı mıdır?” TANRI’nın dışında, O’nun yaratımlarına benzer yaratımlar yaratan putlar mı bulmuşlar da, iki yaratımı ayırt edemez noktaya gelmişler? De ki, “TANRI her şeyin Yaratıcısıdır ve O Tektir, En Üstün Olandır.”
169.sura.13.verses.17	He sends down water from the sky, causing the valleys to overflow, then the rapids produce abundant foam. Similarly, when they use fire to refine metals for their jewelry or equipment, foam is produced. GOD thus cites analogies for the truth and falsehood. As for the foam, it goes to waste, while that which benefits the people stays close to the ground. GOD thus cites the analogies.	
169.sura.13.verses.18	Those who respond to their Lord deserve the good rewards. As for those who failed to respond to Him, if they possessed everything on earth—even twice as much—they would readily give it up as ransom. They have incurred the worst reckoning, and their final abode is Hell; what a miserable destiny.	Rablerine yanıt verenler güzel mükâfatları hak ediyorlar. O’na yanıt veremeyenlere gelince, eğer yeryüzündeki her şeye —hatta iki katına bile— sahip olsalardı onu canı gönülden fidye olarak verirlerdi. Onlar en kötü hesabı üzerlerine çekmişlerdir ve onların nihai meskenleri Cehennemdir, ne sefil bir kader.
169.sura.13.verses.19	Is one who recognizes that your Lord’s revelations to you are the truth equal to one who is blind? Only those who possess intelligence will take heed.	
169.sura.13.verses.20	They are the ones who fulfill their pledge to GOD, and do not violate the covenant.	
169.sura.13.verses.21	They join what GOD has commanded to be joined, reverence their Lord, and fear the dreadful reckoning.	Onlar TANRI’nın birleştirilmesini emrettiği şeyi birleştirirler, Rablerine derin saygı duyarlar ve ürkütücü hesaptan korkarlar.
169.sura.13.verses.22	They steadfastly persevere in seeking their Lord, observe the Contact Prayers (Salat), spend from our provisions to them secretly and publicly, and counter evil with good. These have deserved the best abode. 	Onlar Rablerini aramakta kararlılıkla sebat ederler, İletişim Dualarını (Namazı) gözetirler, onlara sağladığımız rızıklardan gizlice ve alenen harcarlar ve kötülüğe iyilikle karşılık verirler. Onlar en iyi meskeni hak etmişlerdir.
169.sura.13.verses.23	They enter the gardens of Eden, together with the righteous among their parents, their spouses, and their children. The angels will enter to them from every door.	Onlar, ebeveynlerinin, eşlerinin ve evlatlarının arasında doğru olanlarla birlikte Aden bahçelerine girerler. Melekler onlara her kapıdan gireceklerdir.
169.sura.13.verses.24	“Peace be upon you, because you steadfastly persevered. What a joyous destiny.”	
169.sura.13.verses.25	As for those who violate GOD’s covenant after pledging to keep it, and sever what GOD has commanded to be joined, and commit evil, they have incurred condemnation; they have incurred the worst destiny.	
169.sura.13.titles.15	All Creation Has Submitted to God 	
169.sura.13.titles.17	The Truth vs Falsehood 	
169.sura.13.titles.19	Believers Versus Disbelievers\n(1) The Believers 	
169.sura.13.titles.25	(2) The Disbelievers 	
169.notes.data[0]	*13:15 Even the disbelievers prostrate; they cannot, for example, control their heartbeats, their lungs, or peristalsis. The shadows are predetermined by God’s design of the solar and the lunar orbits, and by the peculiar shape of the planet earth which causes the four seasons. The absolute precision of the sun/earth relation is proven by the invention of solar clocks and their shadows.	
170.page[0]	148	148
170.page[1]	Thunder (Al-Ra‘ad) 13:26-36	Gök Gürlemesi (El-Ra’ad) 13:26-36
170.sura.13.verses.26	GOD is the One who increases the provision for whomever He wills, or withholds it. They have become preoccupied with this life, and this life, compared to the Hereafter, is nil.	İrade ettiği kimse için rızkı artıran ya da onu kısıtlayan TANRI’dır. Zihinleri bu hayat ile meşgul hâle geldi; ve bu hayat, Ahirete kıyasla hiçtir.
170.sura.13.verses.27	Those who disbelieve would say, “If only a miracle could come down to him from his Lord (we would believe).” Say, “GOD sends astray whomever He wills, and guides to Him only those who obey.”	
170.sura.13.verses.28	They are the ones whose hearts rejoice in remembering GOD. Absolutely, by remembering GOD, the hearts rejoice.	
170.sura.13.verses.29	Those who believe and lead a righteous life have deserved happiness and a joyous destiny.	
170.sura.13.verses.30	We have sent you (O Rashad)* to this community, just as we did for other communities in the past. You shall recite to them what we reveal to you, for they have disbelieved in the Most Gracious. Say, “He is my Lord. There is no god except He. I put my trust in Him alone; to Him is my ultimate destiny.”	Biz, seni (Ey Reşad)* bu topluluğa gönderdik, tıpkı geçmişteki diğer topluluklar için yaptığımız gibi. Sana vahyettiğimizi onlara oku, çünkü onlar En Lütufkâr Olan’ı inkâr ettiler. De ki: “O benim Rabbimdir. O’ndan başka tanrı yoktur. Ben yalnızca O’na güvenip dayanıyorum; nihai varışım O’nadır.”
170.sura.13.verses.31	Even if a Quran caused mountains to move, or the earth to tear asunder, or the dead to speak (they will not believe). GOD controls all things. Is it not time for the believers to give up and realize that if GOD willed, He could have guided all the people? The disbelievers will continue to suffer disasters, as a consequence of their own works, or have disasters strike close to them, until GOD’s promise is fulfilled. GOD will never change the predetermined destiny.	
170.sura.13.verses.32	Messengers before you have been ridiculed; I permitted the disbelievers to carry on, then I punished them. How terrible was My retribution!	
170.sura.13.verses.33	Is there any equal to the One who controls every single soul? Yet, they set up idols to rival GOD. Say, “Name them. Are you informing Him of something on earth that He does not know? Or, are you fabricating empty statements?” Indeed, the schemes of those who disbelieve have been adorned in their eyes. They are thus diverted from the right path. Whomever GOD sends astray can never find a guiding teacher.	Her bir nefsi kontrol eden O’na hiç denk olan var mıdır? Ne var ki, onlar TANRI’ya rakip putlar edinirler. De ki: “İsimlerini söyleyin. Siz yeryüzünde O’nun bilmediği bir şeyi mi O’na haber veriyorsunuz? Veya boş sözler mi uyduruyorsunuz?” Doğrusu, inkâr edenlerin planları onların gözlerinde süslenmiştir. Böylece doğru yoldan başka yöne çevrilirler. TANRI’nın saptırdığı kimse asla bir yol gösteren öğretmen bulamaz.
170.sura.13.verses.34	They have incurred retribution in this life, and the retribution in the Hereafter is far worse. Nothing can protect them against GOD.	
170.sura.13.verses.35	The allegory of Heaven, which is promised for the righteous, is flowing streams, inexhaustible provisions, and cool shade. Such is the destiny for those who observe righteousness, while the destiny for the disbelievers is Hell.	
170.sura.13.verses.36	Those who received the scripture rejoice in what was revealed to you; some others may reject parts of it Say, “I am simply enjoined to worship GOD, and never associate any idols with Him. I invite to Him, and to Him is my ultimate destiny.	
170.sura.13.titles.26	God Controls All Provisions 	
170.sura.13.titles.30	God’s Messenger of the Covenant*	
170.sura.13.titles.31	Mathematical Miracle of the Quran 	
170.sura.13.titles.32	All Messengers Must Be Ridiculed 	
170.sura.13.titles.35	Heaven Allegorically Described 	
170.notes.data[0]	*13:30 If we add the gematrical value of “Rashad” (505), plus the value of “Khalifa” (725), plus the sura number (13), plus the verse number (30), we get 505 + 725 + 13 + 30 = 1273 = 19x67. God thus specifies the name of His messenger (see Appendix 2 for the details).	
171.page[0]	Thunder (Al-Ra‘ad) 13:37-43 & Abraham (Ibrahîm) 14:1-5	Gök Gürlemesi (El-Ra’ad) 13:37-43 & İbrahim (İbrahîm) 14:1-5
171.page[1]	149	149
171.sura.13.verses.37	We revealed these laws in Arabic, and if you ever acquiesce to their wishes, after this knowledge has come to you, you will have no ally, nor a protector, against GOD.	
171.sura.13.verses.38	We have sent messengers before you (O Rashad), and we made them husbands with wives and children. No messenger can produce a miracle without GOD’s authorization, and in accordance with a specific, predetermined time.	
171.sura.13.verses.39	GOD erases whatever He wills, and fixes. With Him is the original Master Record.	
171.sura.13.verses.40	Whether we show you what we promise them, or terminate your life before that, your sole mission is to deliver (the message). It is us who will call them to account.	İster onlara söz verdiğimizi sana gösterelim, ister bundan önce senin hayatına son verelim, senin tek vazifen (mesajı) iletmektir. Onları hesaba çekecek olan biziz.
171.sura.13.verses.41	Do they not see that every day on earth, brings them closer to the end, and that GOD decides their life span, irrevocably? He is the most efficient Reckoner.	Geri dönülemez bir şekilde yeryüzünde geçen her günün onları sona yaklaştırdığını ve TANRI’nın onların yaşam sürelerine karar verdiğini görmüyorlar mı? O, en etkin Hesap Görendir.
171.sura.13.verses.42	Others before them have schemed, but to GOD belongs the ultimate scheming. He knows what everyone is doing. The disbelievers will find out who the ultimate winners are.	Onlardan önce başkaları da plan kurmuşlardı, fakat nihai planlama TANRI’ya aittir. O, herkesin ne yaptığını bilir. İnkârcılar nihai kazananların kimler olduğunu öğrenecekler.
171.sura.13.verses.43	Those who disbelieved will say, “You are not a messenger!” Say, “GOD suffices as a witness between me and you, and those who possess knowledge of the scripture.”	İnkâr etmiş olanlar “Sen bir elçi değilsin!” diyecekler. De ki: “Benimle sizin ve kutsal yazının bilgisine sahip olanların arasında bir şahit olarak TANRI yeter.”
171.sura.13.titles.37	Divine Authorization of the\nQuran’s Mathematical Code*	Kuran’ın Matematiksel Kodunun\nGöksel Yetkilendirmesi*
171.sura.14.verses.1	A.L.R.* A scripture that we revealed to you, in order to lead the people out of darkness into the light—in accordance with the will of their Lord—to the path of the Almighty, the Praiseworthy.	A.L.R.* Bir kutsal yazı ki insanları karanlıktan aydınlığa—Rablerinin iradesine uygun olarak—çıkarıp Kudretli Olan, Övgüye Layık Olan’ın yoluna iletmek amacıyla sana vahyettik.
171.sura.14.verses.2	(The path of) GOD; the One who possesses everything in the heavens and everything on earth. Woe to the disbelievers; they have incurred a terrible retribution.	Göklerdeki her şeye ve yeryüzündeki her şeye sahip olan O; TANRI’nın (yolu). Yazıklar olsun inkârcılara; onlar korkunç bir azabı üzerlerine çekmişlerdir.
171.sura.14.verses.3	They are the ones who give priority to this life over the Hereafter, repel from the way of GOD, and seek to make it crooked; they have gone far astray.	İşte onlar Ahiretten çok bu hayata öncelik verenlerdir, TANRI’nın yolundan uzaklaştırırlar ve onu çarpık hâle getirmeye kalkışırlar; onlar çok uzak sapmışlardır.
171.sura.14.verses.4	We did not send any messenger except (to preach) in the tongue of his people, in order to clarify things for them. GOD then sends astray whomever He wills, and guides whomever He wills. He is the Almighty, the Most Wise.	
171.sura.14.verses.5	Thus, we sent Moses with our miracles, saying, “Lead your people out of darkness into the light, and remind them of the days of GOD.” These are lessons for every steadfast, appreciative person.	
171.sura.14.titles.1	♦ ♦ ♦ ♦\nSura 14: Abraham\n(Ibrahîm)\nIn the name of God, Most Gracious, Most Merciful 	♦ ♦ ♦ ♦\nSure 14: İbrahim\n(İbrahîm)\nEn Lütufkâr ve En Merhametli Olan Tanrı’nın adıyla. 
171.sura.14.titles.3	What is Your Priority? 	
171.sura.14.titles.4	The Messenger’s Language 	
171.sura.14.titles.5	Moses 	Musa
171.notes.data[0]	*13:37-38 The verse number (38) = 19x2. Placing the values of “Rashad” (505) and “Khalifa” (725) next to 13:37-38, gives 505 725 13 37 38, or 19x26617112302 (Appendix 2).	
171.notes.data[1]	*14:1 These initials remained a divinely guarded secret until the Quran’s mathematical code was discovered in 1974 A.D. See Appendix 1 for the significance of these initials.	*14:1 Bu başlangıç harfleri, Kuran’ın matematiksel kodu M.S. 1974’te keşfedilinceye kadar göksel olarak korunan bir sır olarak kaldı. Bu başlangıç harflerinin önemi için Ek 1’e bakınız.
172.page[0]	150	150
172.page[1]	Abraham (Ibrahîm) 14:6-17	İbrahim (İbrahîm) 14:6-17
172.sura.14.verses.6	Recall that Moses said to his people, “Remember GOD’s blessings upon you. He saved you from Pharaoh’s people who inflicted the worst persecution upon you, slaughtering your sons and sparing your daughters. That was an exacting trial from your Lord.”	Hani Musa halkına şöyle demişti: “TANRI’nın üzerinizdeki nimetlerini hatırlayın. Oğullarınızı katledip kızlarınızı sağ bırakarak size en kötü zulmü uygulayan Firavun’un adamlarından sizi O kurtardı. Bu, Rabbinizden zorlu bir imtihandı.”
172.sura.14.verses.7	Your Lord has decreed: “The more you thank Me, the more I give you.” But if you turn unappreciative, then My retribution is severe.	
172.sura.14.verses.8	Moses said, “If you disbelieve, along with all the people on earth, GOD is in no need, Praiseworthy.”	
172.sura.14.verses.9	Have you not heard about those before you—the people of Noah, ‘Ãd, Thamoud, and others who came after them and known only to GOD? Their messengers went to them with clear proofs, but they treated them with contempt and said, “We disbelieve in what you are sent with. We are skeptical about your message; full of doubt.”	Sizden öncekilerin haberlerini almadınız mı—Nuh’un halkı, Âd, Semûd ve onlardan sonra gelmiş sadece TANRI tarafından bilinen diğerlerinin? Elçileri onlara apaçık kanıtlarla gitmişti, fakat onlara küçümseyerek davrandılar ve dediler ki “Sizinle gönderilen şeyi inkâr ediyoruz. Mesajınız hakkında kuşkuluyuz; şüphe doluyuz.”
172.sura.14.verses.10	Their messengers said, “Do you have doubts about GOD; the Initiator of the heavens and the earth? He invites you only to forgive your sins, and to give you another chance to redeem yourselves.” They said, “You are no more than humans like us, who want to repel us from the way our parents used to worship. Show us some profound authority.” 	Elçileri dediler ki: “Gökleri ve yeryüzünü Başlatan TANRI hakkında şüpheleriniz mi var? O sizi sadece, günahlarınızı bağışlamak ve kendinizi kurtarasınız diye size bir şans daha vermek için davet ediyor.” Dediler ki: “Siz, ebeveynlerimizin vaktiyle tapınır oldukları yöntemden bizi uzaklaştırmak isteyen bizim gibi insanlardan fazlası değilsiniz. Bize esaslı bir yetki belgesi gösterin.”
172.sura.14.verses.11	Their messengers said to them, “We are no more than humans like you, but GOD blesses whomever He chooses from among His servants. We could not possibly show you any kind of authorization, except in accordance with GOD’s will. In GOD the believers shall trust.	
172.sura.14.verses.12	“Why should we not trust in GOD, when He has guided us in our paths? We will steadfastly persevere in the face of your persecution. In GOD all the trusters shall trust.”	“O bize yollarımızda rehberlik etmişken neden TANRI’ya güvenmeyelim? Biz zulmünüz karşısında kararlılıkla sebat edeceğiz. Tüm güvenenler TANRI’ya güvensinler.”
172.sura.14.verses.13	Those who disbelieved said to their messengers, “We will banish you from our land, unless you revert to our religion.” Their Lord inspired them: “We will inevitably annihilate the transgressors.	İnkâr etmiş olanlar elçilerine dediler ki: “Bizim dinimize geri dönmediğiniz taktirde sizi toprağımızdan sürgün edeceğiz.” Rableri onlara ilham etti: “Biz haddi aşanları kaçınılmaz bir şekilde imha edeceğiz.
172.sura.14.verses.14	“And we will let you dwell in their land after them. This is (the reward) for those who reverence My majesty, and reverence My promise.”	“Ve onlardan sonra, onların toprağında yerleşmenize izin vereceğiz. Bu, Benim haşmetime derin saygı duyanların ve Benim vaadime derin saygı duyanların (ödülüdür).”
172.sura.14.verses.15	They issued a challenge, and consequently, every stubborn tyrant ended up doomed.	Onlar bir meydan okuma yayımladılar ve sonuç olarak her inatçı zorba sonunda mahvoldu.
172.sura.14.verses.16	Awaiting him is Hell, wherein he will drink putrid water.	
172.sura.14.verses.17	He will gulp it down, though he cannot stand it, as death comes to him from every direction, but he will never die. Awaiting him is a terrible retribution.*	
172.sura.14.titles.6	The Importance\nof Being Appreciative 	
172.sura.14.titles.7	Appreciative vs Unappreciative 	
172.sura.14.titles.9	Egotistic Defiance: A Human Trait 	Egoistçe Karşı Koyma: Bir İnsan Özelliği
172.sura.14.titles.10	Following Our Parents Blindly:\nA Great Human Tragedy 	Ebeveynlerimizi Körü Körüne Takip Etmek:\nBüyük Bir İnsan Trajedisi
172.notes.data[0]	*14:17 When we rebelled against God, and agreed with Satan during the great feud (38:69), the angels suggested that we should be banished to Hell (Appendix 7). But the Most Merciful decided to give us another chance to redeem ourselves. He said to the angels, “I know what you do not know” (2:30). God knew that many humans would have protested that they had no idea how bad Hell was. The awesome description of Hell in 14:17 and in 22:19-22, nullifies such a protest. Now we have a pretty good idea how terrible Hell is.	*14:17 Tanrı’ya karşı isyan ettiğimizde ve büyük kavga sırasında Şeytan ile hemfikir olduğumuzda (38:69), melekler bizim Cehenneme sürülmemiz gerektiğini önerdiler (Ek 7). Fakat En Merhametli Olan, kendimizi kurtarmamız için bize bir şans daha vermeye karar verdi. Meleklere “Ben sizin bilmediğinizi bilirim” dedi (2:30). Tanrı şunu biliyordu ki, birçok insan, Cehennemin ne kadar kötü olduğuyla ilgili hiçbir fikrimiz yoktu diye protesto edecekti. Cehennemin 14:17 ve 22:19-22 ayetlerindeki dehşet verici tasviri böyle bir protestoyu boşa çıkarır. Artık Cehennemin ne kadar kötü olduğuyla ilgili oldukça iyi bir fikrimiz var.
173.page[0]	Abraham (Ibrahîm) 14:18-31	İbrahim (İbrahîm) 14:18-31
173.page[1]	151	151
173.sura.14.verses.18	The allegory of those who disbelieve in their Lord: their works are like ashes in a violent wind, on a stormy day. They gain nothing from whatever they earn; such is the farthest straying.	
173.sura.14.verses.19	Do you not realize that GOD has created the heavens and the earth for a specific purpose? If He wills, He can remove you, and substitute a new creation in your place.	TANRI’nın gökleri ve yeryüzünü spesifik bir amaç için yarattığını fark etmiyor musunuz? Eğer O irade ederse, O sizi ortadan kaldırıp yerinize yeni bir yaratılış getirebilir.
173.sura.14.verses.20	This is not too difficult for GOD. 	
173.sura.14.verses.21	When they all stand before GOD,* the followers will say to the leaders, “We used to follow you. Can you spare us even a little bit of GOD’s retribution?” They will say, “Had GOD guided us, we would have guided you. Now it is too late, whether we grieve or resort to patience, there is no exit for us.”	
173.sura.14.verses.22	And the devil will say, after the judgment had been issued, “GOD has promised you the truthful promise, and I promised you, but I broke my promise. I had no power over you; I simply invited you, and you accepted my invitation. Therefore, do not blame me, and blame only yourselves. My complaining cannot help you, nor can your complaining help me. I have disbelieved in your idolizing me. The transgressors have incurred a painful retribution.”	Ve şeytan, hüküm verildikten sonra, diyecek ki: “TANRI size hak olan vaadi vadetmiştir ve ben de size vadettim, fakat ben sözümden döndüm. Sizin üzerinizde hiçbir gücüm yoktu; ben sadece sizi davet ettim ve siz de davetimi kabul ettiniz. Bu nedenle beni suçlamayın ve sadece kendinizi suçlayın. Ne benim şikâyetim size yardımcı olabilir, ne de sizin şikâyetiniz bana yardımcı olabilir. Beni putlaştırmanızı inkâr etmiş bulunuyorum. Haddi aşanlar acı veren bir azabı üzerlerine çekmişlerdir.”
173.sura.14.verses.23	As for those who believe and lead a righteous life, they will be admitted into gardens with flowing streams. They abide therein forever, in accordance with the will of their Lord. Their greeting therein is: “Peace.” 	
173.sura.14.verses.24	Do you not see that GOD has cited the example of the good word as a good tree whose root is firmly fixed, and its branches are high in the sky?	
173.sura.14.verses.25	It produces its crop every season, as designed by its Lord. GOD thus cites the examples for the people, that they may take heed.	
173.sura.14.verses.26	And the example of the bad word is that of a bad tree chopped at the soil level; it has no roots to keep it standing.	
173.sura.14.verses.27	GOD strengthens those who believe with the proven word, in this life and in the Hereafter. And GOD sends the transgressors astray. Everything is in accordance with GOD’s will.	TANRI inananları bu hayatta ve Ahirette kanıtlanmış sözle güçlendirir. Ve TANRI haddi aşanları saptırır. Her şey TANRI’nın iradesine göredir.
173.sura.14.verses.28	Have you noted those who responded to GOD’s blessings by disbelieving, and thus brought disaster upon their own families?	TANRI’nın nimetlerine karşı inkâr ederek yanıt verenlere ve böylece kendi ailelerine felaket getirenlere dikkat ettin mi?
173.sura.14.verses.29	Hell is their destiny, wherein they burn; what a miserable end! 	Onların kaderi, içinde yanacakları Cehennemdir; ne sefil bir son!
173.sura.14.verses.30	They set up rivals to rank with GOD and to divert others from His path. Say, “Enjoy for awhile; your final destiny is Hell.” 	
173.sura.14.verses.31	Exhort My servants who believed to observe the Contact Prayers (Salat), and to give (to charity) from our provisions to them, secretly and publicly, before a day comes where there is neither trade, nor nepotism.	Benim inanmış kullarımı, ne ticaretin ne de adam kayırmanın olduğu bir gün gelmeden önce, İletişim Dualarını (Namazı) gözetmeye ve onlara sağladığımız rızıklardan gizlice ve alenen (bağış) yapmaya teşvik et.
173.sura.14.titles.19	Worship Only the Omnipotent One 	
173.sura.14.titles.21	On the Day of Resurrection 	Diriliş Günü’nde
173.sura.14.titles.22	Satan Disowns His Followers 	Şeytan, Takipçilerini Sahiplenmez
173.sura.14.titles.24	Truth vs. Falsehood 	
173.sura.14.titles.28	They Remove Their Families From\nGod’s Protection 	Onlar Ailelerini\nTanrı’nın Korumasından Çıkarırlar
173.sura.14.titles.30	Idol Worship: The Mother of All Evil	
173.sura.14.titles.31	Crucial Commandments 	Kritik Buyruklar
173.notes.data[0]	*14:21 Frequently, the Quran talks about the Hereafter in the past tense. This is because those are future events already witnessed by God, and will surely come to pass.	
174.page[0]	152	152
174.page[1]	Abraham (Ibrahîm) 14:32-46	İbrahim (İbrahîm) 14:32-46
174.sura.14.verses.32	GOD is the One who created the heavens and the earth, and He sends down from the sky water to produce all kinds of fruit for your sustenance. He has committed the ships to serve you on the sea in accordance with His command. He has committed the rivers as well to serve you.	
